AREA,INT_SQFT,N_BEDROOM,N_BATHROOM,N_ROOM,SALE_COND,BUILDTYPE,MZZONE,REG_FEE,COMMIS,SALES_PRICE,PARK_FACIL
2,1264,2,1,4,2,1,4,269634,143805,8987800,0
6,1649,2,1,4,4,0,0,428697,181871,12990820,1
2,1245,2,1,4,0,1,5,353984,121682,11062000,1
3,1422,2,1,4,1,0,4,552385,336820,13472800,1
0,634,1,1,2,4,0,4,350484,113907,8762095,0
3,2052,3,2,5,4,2,3,414317,227874,10357920,0
2,984,1,1,3,4,2,4,232587,51686,8614330,0
1,1808,2,1,5,3,2,4,525559,215614,13475870,1
2,1266,2,1,4,0,1,3,227014,118047,9080550,0
5,1910,2,1,5,3,0,4,839704,409087,21530880,1
6,1527,2,1,4,2,2,1,330070,89208,8920800,1
0,1124,1,1,3,0,1,1,306957,31483,7870685,0
6,1654,2,1,4,1,2,2,338123,143446,10246160,1
6,1722,2,1,4,2,0,0,449397,211481,13217550,1
2,833,1,1,3,3,0,5,360506,112658,11265800,1
4,529,1,1,2,0,2,0,187588,33349,4168625,1
4,1640,2,2,4,0,0,1,418067,88014,11001750,0
0,1271,2,2,4,0,2,1,322916,129167,9226180,0
6,1628,2,1,4,1,1,1,259040,115129,7195550,0
5,1553,1,1,4,3,0,3,587693,348943,18365420,1
4,633,1,1,2,3,0,3,248512,118608,5648000,0
2,796,1,1,2,3,2,4,242798,116903,8992520,1
6,1794,2,1,4,1,2,3,314564,167768,10485480,0
6,1726,2,1,4,0,1,1,312063,144029,8001610,1
6,1644,2,1,4,3,1,5,405542,202771,10138550,1
3,2471,4,2,6,1,1,4,538757,313231,12529240,0
4,1122,1,1,3,2,2,5,267143,178095,8904750,1
1,1906,2,1,5,4,2,3,589509,103164,14737720,1
3,1420,2,1,4,3,0,5,607130,234573,13798400,0
6,1755,2,1,4,1,0,0,511550,102310,14615700,1
6,1686,2,1,4,4,0,4,499319,161941,13495120,0
3,2053,3,2,5,3,2,5,373054,252714,12034000,0
1,1772,1,1,4,1,0,5,508367,203347,20334690,0
2,918,1,1,3,4,0,3,280314,97032,10781300,0
2,861,1,1,3,0,1,4,247326,114151,9512550,1
4,1091,1,1,3,1,0,2,422742,71956,8994500,0
2,1093,1,1,3,4,1,4,261937,84194,9354900,1
6,1860,3,2,5,4,0,0,459748,133475,14830590,1
6,1908,3,2,5,4,2,3,346641,112148,10195310,0
6,1555,2,1,4,3,0,4,429892,221459,13027020,0
2,1139,1,1,3,2,2,3,240864,111830,8602280,0
0,982,1,1,3,4,1,1,247572,45605,6515045,1
2,875,1,1,3,0,1,5,263223,77992,9749000,1
4,1631,2,2,4,0,1,3,396418,117124,9009500,1
6,1615,2,1,4,2,2,3,369712,206604,10873880,1
2,942,1,1,3,0,1,5,216468,48104,8017350,0
4,1537,2,2,4,1,1,4,254228,84743,8474250,0
0,961,1,1,3,3,0,4,487712,112549,12505440,0
6,1901,3,2,5,4,1,0,282713,145640,8567050,1
4,641,1,1,2,2,1,2,191531,93638,4256250,0
6,1538,2,1,4,2,0,1,411937,167002,11133440,0
2,1188,1,1,3,2,1,5,266888,59309,9884750,1
2,1068,1,1,3,0,0,5,410645,136882,12443800,0
2,1034,1,1,3,0,1,3,261809,76009,8445450,1
0,619,1,1,2,3,2,4,288117,51713,7387625,1
5,1762,1,1,4,1,0,4,654990,317571,19848170,0
2,1100,1,1,3,4,1,3,271392,139808,8224000,1
6,1860,3,2,5,3,0,1,444634,121264,13473750,1
0,753,1,1,2,1,2,2,270588,26186,8728635,1
1,1636,1,1,4,4,1,3,400556,164935,11781050,1
3,2074,3,2,5,3,1,4,422631,176096,11739740,1
5,1533,1,1,4,1,2,5,504536,176588,12613410,0
6,1530,2,1,4,1,0,2,417667,101253,12656590,0
2,825,1,1,3,4,0,4,382305,81095,11585000,1
6,1794,2,1,4,2,1,2,313572,152549,8474920,0
4,1267,1,1,3,4,0,1,421379,179310,8965500,1
3,1891,3,2,5,2,0,3,739547,353696,16077100,1
1,1896,2,1,5,3,0,3,870024,217506,21750600,1
2,1223,2,1,4,0,2,5,265086,68726,9818010,0
3,1724,2,1,4,2,0,5,534493,372525,16196760,1
0,1072,1,1,3,2,0,1,415726,92383,11547935,1
0,634,1,1,2,1,1,4,214103,40144,6690720,0
6,1767,2,1,4,4,1,3,292659,87798,9755310,1
2,1273,2,1,4,4,2,5,249788,89924,9991510,0
4,1275,1,1,3,2,2,1,317820,158910,6909125,1
4,1047,1,1,3,0,0,0,332055,169560,7065000,1
1,1597,1,1,4,4,1,5,500563,75084,12514070,1
4,1586,2,2,4,3,2,3,391190,107577,9779750,1
3,2327,4,2,6,2,0,3,874696,409432,18610560,1
3,2008,3,2,5,1,0,3,790990,280142,16478960,0
3,1303,1,1,3,2,2,3,364885,215188,9356020,1
0,846,1,1,3,2,2,1,217486,66919,5576560,0
4,1428,2,2,4,1,0,1,388161,102148,10214750,1
2,877,1,1,3,3,0,4,364541,66280,11046700,0
6,1751,2,1,4,0,1,5,333365,86030,10753720,1
1,1738,1,1,4,3,0,3,692673,211650,19240920,1
0,985,1,1,3,4,1,5,291474,38863,9715800,1
0,766,1,1,2,0,1,2,244432,7639,7638500,1
4,1196,1,1,3,3,2,3,350031,159105,7955250,1
2,1128,1,1,3,2,2,4,359624,163466,10897710,1
2,1092,1,1,3,4,2,4,252073,63018,7877290,0
3,1973,3,2,5,4,2,5,626289,204502,12781400,1
3,2447,4,2,6,3,2,4,407185,244311,13572840,1
6,1736,2,1,4,3,2,4,307812,172013,9053300,0
6,1559,2,1,4,1,0,1,415983,181992,12999460,1
1,1708,1,1,4,1,1,3,491039,239224,12590750,1
4,517,1,1,2,2,0,5,300520,61470,6830000,0
4,1403,2,2,4,0,0,4,383072,251391,11971000,0
4,1085,1,1,3,2,0,3,403143,235986,9832750,1
4,510,1,1,2,1,2,5,199984,106242,6249500,0
2,1291,2,1,4,4,2,4,232561,83722,9302420,0
6,1961,3,2,5,0,0,2,525750,254909,15931810,1
0,766,1,1,2,4,0,4,360602,137877,10605950,0
0,1169,1,1,3,0,0,4,558323,135808,15089800,1
4,1401,2,2,4,4,1,3,360892,149638,8802250,1
2,946,1,1,3,0,0,4,349796,163238,11659850,0
0,829,1,1,3,1,2,4,287545,52281,8713470,1
3,2276,4,2,6,2,0,4,731930,139415,17426900,0
5,1861,2,1,5,0,2,5,506806,275123,14480160,0
6,1616,2,1,4,0,1,3,301244,106321,8860120,1
4,1505,2,2,4,1,1,5,262314,194620,8461750,0
4,1072,1,1,3,2,1,4,247049,86801,6677000,1
4,1253,1,1,3,4,2,5,403543,161417,8967625,0
6,1859,3,2,5,1,1,5,408493,158859,11347040,0
6,1805,3,2,5,0,0,3,471154,228846,13461540,0
2,1274,2,1,4,4,2,5,349986,67739,11289880,0
5,1709,1,1,4,0,0,5,538895,139713,19959060,0
1,1909,2,1,5,4,1,5,414827,187341,13381530,0
6,1591,2,1,4,4,0,4,527374,135224,13522410,0
6,1674,2,1,4,0,0,2,503190,273160,14376860,1
1,1730,1,1,4,2,2,5,390262,83628,13937920,0
4,838,1,1,2,0,2,0,174360,43590,5448750,1
6,1718,2,1,4,3,0,4,519874,162461,16246070,1
6,1863,3,2,5,2,2,4,365556,77542,11077460,1
2,746,1,1,2,1,1,5,238525,35337,8834250,1
2,940,1,1,3,1,1,5,283386,160585,9446200,0
5,1569,1,1,4,4,2,3,365895,97572,12196510,0
3,2219,3,2,5,4,1,4,495294,210500,12382360,1
4,843,1,1,2,1,2,0,225748,60200,5016625,0
5,1779,1,1,4,2,2,5,353193,235462,13081220,0
4,543,1,1,2,1,0,0,203468,81387,4521500,0
3,2215,3,2,5,2,0,4,712485,391867,17812120,0
4,551,1,1,2,2,0,0,216815,67109,5162250,1
4,692,1,1,2,4,1,1,165973,80744,4485750,1
3,2432,4,2,6,1,2,3,678626,318539,13849520,1
2,892,1,1,3,3,0,3,290336,118285,10753200,0
3,1734,2,1,4,3,0,5,644638,330180,15722880,1
0,944,1,1,3,0,2,2,246014,91376,7028960,0
6,1924,3,2,5,3,1,4,443836,233014,11095900,1
1,1688,1,1,4,4,1,3,369608,116163,10560230,0
3,1721,2,1,4,4,2,4,472067,171661,10728800,0
2,745,1,1,2,1,0,3,275846,137923,10609450,1
4,1590,2,2,4,0,0,1,513686,194059,11415250,1
3,1719,2,1,4,4,0,5,514754,296373,15598600,1
2,838,1,1,3,4,1,3,250013,125006,7812900,1
3,1941,3,2,5,0,2,5,361355,264994,12045160,0
2,1215,2,1,4,2,2,5,264248,147979,10569900,0
4,926,1,1,3,1,1,0,189083,133470,5561250,1
1,1609,1,1,4,0,2,3,408508,186747,11671660,0
2,1226,2,1,4,2,2,3,273610,152006,10133720,1
3,1478,2,1,4,1,1,5,414915,182158,10119880,0
2,1041,1,1,3,4,0,5,348346,125405,13933850,1
4,1420,2,2,4,1,2,3,320658,90442,8222000,0
1,1933,2,1,5,1,0,5,745579,271119,22593290,0
2,1093,1,1,3,2,2,5,279923,48263,9652510,0
6,1683,2,1,4,0,2,2,266011,68648,8581000,0
0,1165,1,1,3,3,1,0,250996,68454,7605945,1
2,1083,1,1,3,1,0,5,328231,52517,13129250,0
3,2004,3,2,5,4,1,4,492329,100475,10047540,0
2,1102,1,1,3,4,1,4,222796,142590,8911850,1
6,1565,2,1,4,0,0,2,485622,277498,13874910,1
5,1938,2,1,5,1,1,4,332762,217575,12798530,0
6,1615,2,1,4,2,1,3,342147,126054,9003860,0
4,746,1,1,2,4,0,5,415357,198649,9029500,1
2,824,1,1,3,1,0,4,370243,115701,11570100,1
3,2432,4,2,6,2,2,4,695118,222438,13902360,1
4,645,1,1,2,2,0,4,348473,113633,7575500,0
6,1850,3,2,5,4,2,1,320258,118953,9150230,1
3,1985,3,2,5,3,1,3,366057,89041,9893420,0
4,1031,1,1,3,0,1,2,299082,64089,7121000,1
6,1604,2,1,4,4,1,0,221701,120352,6334300,0
0,640,1,1,2,1,0,2,305870,131087,8739135,1
1,1666,1,1,4,1,2,4,361551,254425,13390780,1
4,770,1,1,2,4,0,1,261857,114962,6386750,1
5,1815,2,1,5,0,0,4,804292,148159,21165570,1
3,2203,3,2,5,3,0,4,866652,433326,18055240,1
4,1194,1,1,3,4,1,3,240556,117027,6501500,0
6,1832,3,2,5,1,2,5,490750,176167,12583340,0
4,639,1,1,2,0,0,3,263153,78235,7112250,0
1,1638,1,1,4,0,1,4,428358,98852,10983530,0
6,1800,2,1,4,4,0,5,550487,298836,15728210,0
4,909,1,1,3,0,0,5,317340,116358,10578000,1
4,1184,1,1,3,0,1,4,294875,92675,8425000,1
6,1803,3,2,5,1,1,4,346240,219285,11541320,1
2,713,1,1,2,2,1,5,204490,62920,7865000,0
6,1624,2,1,4,2,1,0,261695,130847,7269300,1
0,1077,1,1,3,0,2,2,303853,98017,9801720,1
3,1729,2,1,4,4,1,3,444837,124554,8896740,0
2,1065,1,1,3,4,0,3,332404,135424,12311250,0
1,1671,1,1,4,1,1,4,465748,183848,12256520,1
4,510,1,1,2,0,2,5,302841,79002,6583500,1
0,1181,1,1,3,1,1,3,325195,85578,8557760,0
2,758,1,1,2,3,0,3,254902,66086,9440800,0
3,2156,3,2,5,0,2,4,615372,313966,12558620,1
3,2004,3,2,5,1,1,5,555436,120747,12074700,1
2,1067,1,1,3,4,1,3,215777,41496,8299100,1
2,1085,1,1,3,2,1,4,210871,50609,8434850,0
0,1064,1,1,3,4,0,5,561539,168462,14038465,0
2,739,1,1,2,4,0,5,282160,136215,9729650,0
1,1829,2,1,5,0,1,3,492458,239915,12627130,1
5,1637,1,1,4,2,1,5,476207,95241,11905180,1
0,763,1,1,2,0,2,4,327301,16365,8182525,0
0,1138,1,1,3,0,1,2,269645,69337,7704145,0
1,1724,1,1,4,4,1,4,401541,220200,12952940,1
2,1017,1,1,3,3,2,4,296185,138837,9255790,1
4,732,1,1,2,1,2,1,139090,95376,3974000,0
6,1926,3,2,5,3,2,2,379105,142164,9477620,0
2,958,1,1,3,1,2,4,232967,46593,9318660,0
6,1938,3,2,5,2,2,1,291509,133261,8328830,0
4,1362,2,2,4,0,2,5,259106,66866,8358250,0
6,1627,2,1,4,1,2,2,332458,96238,8748900,0
4,737,1,1,2,4,1,4,295470,120600,6030000,0
2,726,1,1,2,1,0,5,291923,145961,11227800,0
3,2189,3,2,5,3,1,3,345109,178121,11132540,1
0,890,1,1,3,0,0,3,331376,154642,11045865,1
2,810,1,1,3,2,1,5,234402,98298,7561350,0
4,1592,2,2,4,4,1,0,308796,64333,6433250,1
0,1245,2,2,4,1,2,0,258919,66818,8352235,0
3,1479,2,1,4,2,0,4,416827,156310,13025840,0
2,1259,2,1,4,1,2,5,300438,180263,12017530,1
3,2042,3,2,5,2,2,4,619327,284890,12386540,1
4,663,1,1,2,1,0,5,467098,139136,9938250,1
3,2439,4,2,6,4,2,4,427016,123972,13774720,1
5,1888,2,1,5,4,2,5,463387,168504,14042030,1
4,1655,2,2,4,2,0,2,409413,116975,11697500,1
0,1197,1,1,3,1,2,0,251597,89276,8116035,1
0,966,1,1,3,4,0,4,427872,113260,12584475,1
4,807,1,1,2,1,2,1,158125,43484,3953125,0
2,862,1,1,3,4,0,4,325842,34912,11637200,1
6,1625,2,1,4,1,0,4,420396,112106,14013210,0
2,1143,1,1,3,0,0,3,338183,112728,12525300,0
2,967,1,1,3,1,0,5,407868,42193,14064400,1
2,1168,1,1,3,2,0,3,404981,39192,13063900,1
6,1744,2,1,4,0,0,5,574569,302405,15120240,0
6,1966,3,2,5,0,2,3,454169,204376,11354230,0
6,1722,2,1,4,0,2,4,332597,171663,10728940,1
6,1541,2,1,4,3,2,0,266963,164889,7851840,1
3,1409,2,1,4,3,1,4,282007,111094,8545660,0
3,1936,3,2,5,2,0,4,761292,165498,16549820,1
3,2474,4,2,6,4,2,4,439059,232443,12913500,0
2,1217,2,1,4,0,1,4,238392,44147,8829350,0
2,1057,1,1,3,1,0,4,402379,194252,13875150,1
2,955,1,1,3,3,0,5,340484,176547,12610500,0
5,1608,1,1,4,1,0,5,580775,271029,19359180,1
2,1010,1,1,3,2,1,4,213675,58945,7368100,0
2,1170,1,1,3,2,0,5,350728,196407,14029100,0
4,982,1,1,3,2,2,0,160904,125706,5028250,1
4,763,1,1,2,2,1,5,227574,132752,6321500,0
0,778,1,1,2,0,1,2,210837,64423,5856595,0
4,1502,2,2,4,3,1,2,289534,93903,7825250,1
0,1110,1,1,3,2,2,5,417627,160626,10708380,1
2,759,1,1,2,2,2,5,191677,88466,7372180,0
1,1789,1,1,4,3,0,5,860513,279667,21512830,1
6,1884,3,2,5,4,0,4,574735,186400,15533370,1
2,1181,1,1,3,1,2,4,363901,147835,11371920,1
3,1567,2,1,4,4,2,5,353225,145446,10388980,0
4,686,1,1,2,4,1,4,190510,42865,4762750,0
6,1630,2,1,4,2,2,3,312819,69515,8689410,0
3,1503,2,1,4,4,1,5,496369,183441,10790620,1
6,1754,2,1,4,3,2,4,401869,172229,11481960,1
4,1299,1,1,3,3,0,1,355169,66078,8259750,0
2,983,1,1,3,1,2,4,252353,65425,9346410,1
5,1708,1,1,4,0,0,5,729450,229256,20841430,1
2,1230,2,1,4,3,0,4,498911,120948,15118500,1
6,1760,2,1,4,1,0,1,501679,288846,15202400,1
2,1180,1,1,3,3,1,3,224335,34513,8628250,1
5,1915,2,1,5,0,2,5,573005,185839,15486610,1
4,1533,2,2,4,3,0,5,375441,182032,11377000,0
4,534,1,1,2,4,2,3,268900,96804,5378000,0
3,1404,2,1,4,4,1,5,496063,155020,10334640,1
2,949,1,1,3,3,1,3,202149,54425,7774950,1
6,1876,3,2,5,4,1,4,313995,129292,9235150,0
2,753,1,1,2,1,1,5,305798,46333,9266600,1
2,993,1,1,3,1,1,5,310352,47023,9404600,1
4,1257,1,1,3,4,1,2,270860,60944,6771500,0
2,1280,2,1,4,4,0,5,428722,244984,15311500,1
3,1337,2,1,4,0,1,3,366207,178408,9389920,1
3,2325,4,2,6,0,1,5,561577,286763,11948440,0
6,1946,3,2,5,3,2,5,436654,181939,12129270,1
1,1719,1,1,4,2,1,3,338768,70090,11681650,1
6,1636,2,1,4,3,0,4,532850,319710,15224290,1
2,1264,2,1,4,1,0,4,495707,77454,15490850,1
4,780,1,1,2,3,0,2,281515,159779,7608500,1
3,2178,3,2,5,2,0,5,742540,328099,17268380,0
4,1232,1,1,3,0,2,3,285029,67507,7500750,1
4,762,1,1,2,3,1,1,147938,86598,3608250,0
5,1934,2,1,5,2,1,4,392545,224312,14019480,1
0,978,1,1,3,1,0,0,401064,71986,10283690,0
3,2248,4,2,6,1,1,3,411064,133318,11109840,0
1,1991,2,1,5,1,0,3,747262,213503,21350340,0
4,573,1,1,2,4,1,4,240048,50243,5582500,1
3,2496,4,2,6,0,0,4,667628,182080,20231160,1
3,1931,3,2,5,0,2,3,441576,172322,10770140,0
4,652,1,1,2,2,1,1,177251,74632,4664500,0
2,770,1,1,2,3,1,4,202169,97041,8086750,1
4,1323,1,1,3,2,0,3,492413,150739,10049250,0
3,2180,3,2,5,4,2,4,382063,157320,11237140,0
3,2458,4,2,6,1,0,4,863115,318977,18763360,0
6,1684,2,1,4,1,1,2,353084,70617,10088120,1
1,1556,1,1,4,0,0,5,731464,292586,18286600,0
4,526,1,1,2,4,0,4,326967,125222,6956750,1
2,714,1,1,2,3,0,5,299060,82499,10312400,1
4,748,1,1,2,0,0,2,273576,108291,5699500,0
0,635,1,1,2,3,0,0,235435,12074,6036800,0
2,1137,1,1,3,2,2,4,314512,121746,10145540,1
4,1132,1,1,3,0,1,4,273319,110805,7387000,1
1,1804,2,1,5,3,2,3,339907,143807,13073340,1
3,2327,4,2,6,3,1,4,563252,183919,11494940,0
3,1966,3,2,5,3,2,4,458205,99071,12383920,1
4,552,1,1,2,2,0,4,278240,52998,6624750,0
3,1862,3,2,5,0,0,3,724201,196138,15087520,0
6,1640,2,1,4,3,1,5,360356,113255,10295890,1
2,1232,2,1,4,1,0,5,416202,61660,15414900,1
2,799,1,1,2,2,2,3,237016,138941,8172980,1
4,1114,1,1,3,0,2,1,214420,80408,5360500,0
4,1444,2,2,4,0,1,2,257917,72746,6613250,0
3,2369,4,2,6,1,1,4,622769,304759,13250400,1
4,1642,2,2,4,0,0,5,423382,166787,12829750,0
2,771,1,1,2,0,0,4,343187,85797,10724600,0
6,1595,2,1,4,1,1,1,380963,142861,9524080,1
5,1766,1,1,4,0,0,5,750484,324533,20283340,1
6,1692,2,1,4,4,2,1,329950,169688,9427130,1
5,1827,2,1,5,1,0,4,661565,256090,21340820,1
2,1256,2,1,4,3,1,3,273530,111121,8547800,0
6,1892,3,2,5,1,1,4,333209,208255,10412770,0
5,1541,1,1,4,2,0,4,709683,345743,18197010,1
0,798,1,1,2,4,2,2,209566,50804,6350490,0
6,1845,3,2,5,0,2,1,363745,161665,10104040,1
1,1519,1,1,4,0,2,4,419435,209717,12336310,0
0,950,1,1,3,1,1,5,395220,142718,10978335,1
4,910,1,1,3,3,1,4,235261,114270,6721750,0
4,828,1,1,2,1,2,5,337488,91403,7031000,0
1,1551,1,1,4,0,1,5,429306,202728,11925160,0
2,831,1,1,3,0,2,5,311431,126519,9732220,1
2,1196,1,1,3,4,0,3,358039,76723,12787100,0
4,1589,2,2,4,3,1,2,289690,72423,7242250,0
1,1874,2,1,5,1,1,4,365900,146360,14635980,1
5,1867,2,1,5,3,0,4,823250,205813,20581260,1
5,1909,2,1,5,4,0,3,782811,267804,20600300,1
0,672,1,1,2,0,2,0,133689,40107,4456285,0
1,1997,2,1,5,2,0,4,869775,347910,21744380,0
1,1700,1,1,4,0,2,4,533718,80058,13342960,0
3,1934,3,2,5,0,0,3,706808,369468,16063820,1
1,1716,1,1,4,4,0,3,536235,191513,19151250,0
2,736,1,1,2,1,0,3,229263,141085,8817800,0
6,1505,2,1,4,3,2,2,247180,123590,8239330,0
0,689,1,1,2,3,2,1,263958,55570,6946275,1
2,862,1,1,3,0,2,4,209241,36076,7215190,0
4,1320,1,1,3,1,2,3,310960,101062,7774000,1
3,2300,4,2,6,0,2,3,568989,185540,12369320,0
6,1697,2,1,4,3,2,1,310766,86324,8632400,0
3,2178,3,2,5,4,1,4,338446,262023,10917620,0
2,1229,2,1,4,1,1,4,333536,161714,10107150,0
5,1549,1,1,4,3,0,3,467230,216928,16686780,0
6,1911,3,2,5,3,1,0,241545,56360,8051490,0
1,1654,1,1,4,4,2,5,412284,137428,12493450,0
2,1224,2,1,4,2,1,5,316760,67192,9598800,0
4,927,1,1,3,2,0,0,197566,62092,5644750,0
2,1166,1,1,3,1,0,5,445479,148493,14849300,0
0,900,1,1,3,1,1,4,323070,146850,9789995,1
5,1924,2,1,5,3,2,3,534646,246760,13708870,0
6,1527,2,1,4,0,0,1,444960,210770,11709470,0
6,1773,2,1,4,0,1,1,290097,109767,7840470,0
3,2187,3,2,5,0,0,3,798100,177356,17735560,1
6,1574,2,1,4,0,0,3,453343,123639,13737660,1
3,2235,4,2,6,2,0,4,620747,419917,18257260,1
2,776,1,1,2,2,0,4,351359,35136,11711950,1
0,1030,1,1,3,3,0,4,498272,41523,13840875,1
2,791,1,1,2,0,2,5,262423,131211,8747420,1
1,1600,1,1,4,1,0,4,507580,199406,18127850,0
2,1270,2,1,4,2,1,3,231467,25719,8572850,0
2,1150,1,1,3,0,2,3,275365,97710,8882750,0
3,2369,4,2,6,3,0,5,952411,485924,19436960,1
1,1814,2,1,5,2,0,4,612639,326741,20421310,1
5,1925,2,1,5,1,0,5,652487,382492,22499550,0
4,1217,1,1,3,1,1,0,177018,142756,5710250,1
1,1668,1,1,4,0,1,3,401057,151751,10839370,0
6,1668,2,1,4,4,2,3,399747,71749,10249920,1
4,1435,2,2,4,0,0,2,389268,173008,10813000,1
0,762,1,1,2,1,2,3,291358,43704,7283940,0
6,1816,3,2,5,3,2,2,339263,131936,9423970,0
2,1255,2,1,4,1,1,5,296466,92007,10222950,0
3,2011,3,2,5,1,2,4,413279,129150,12914980,1
6,1874,3,2,5,4,0,1,548259,182753,14057920,1
6,1743,2,1,4,3,0,0,474930,187472,12498160,0
1,1545,1,1,4,1,0,5,570913,247396,19030440,1
2,782,1,1,2,2,0,5,334174,119348,11934800,1
4,1349,2,2,4,0,2,0,242798,57129,7141125,1
3,2443,4,2,6,3,1,4,539801,140818,11734800,0
3,1696,2,1,4,3,1,3,466518,87472,9719120,1
6,1727,2,1,4,1,0,1,491421,225788,13281650,0
2,813,1,1,3,1,1,5,247321,95124,9512350,1
1,1998,2,1,5,0,0,4,761636,313615,22401070,1
3,1961,3,2,5,3,2,5,391119,176634,12616740,1
3,2298,4,2,6,3,2,5,593664,176836,12631140,0
4,1544,2,2,4,1,0,5,581543,124616,13846250,0
1,1930,2,1,5,4,0,5,517380,227647,20695180,0
0,642,1,1,2,0,1,3,243635,89333,8121150,1
2,1066,1,1,3,2,0,3,302547,67233,11205450,0
1,1673,1,1,4,1,2,5,588116,102920,14702890,1
1,1829,2,1,5,2,1,5,474384,158128,13177330,1
4,616,1,1,2,0,0,3,231387,74861,6805500,0
0,713,1,1,2,1,2,2,235892,85779,7148255,0
2,838,1,1,3,0,2,4,234411,108834,8371810,0
6,1804,3,2,5,4,0,2,450245,145240,14524030,1
1,1840,2,1,5,3,2,4,414086,82817,13802880,1
0,876,1,1,3,1,2,2,254248,95343,7945255,1
4,1213,1,1,3,2,2,3,225373,132573,6628625,0
6,1541,2,1,4,2,1,0,183955,72467,5574400,0
4,1401,2,2,4,1,1,4,371312,189606,7900250,0
6,1637,2,1,4,4,2,2,275903,181061,8621960,0
2,1299,2,1,4,3,1,5,319820,153988,11845200,1
4,1160,1,1,3,2,0,4,380650,133228,9516250,0
2,770,1,1,2,4,1,5,248182,119812,8558000,1
4,1496,2,2,4,3,1,5,293685,234948,9789500,1
2,911,1,1,3,4,2,3,276658,108986,8383570,1
5,1763,1,1,4,4,1,3,449035,72817,12136090,1
2,858,1,1,3,0,2,3,222643,89057,8905710,1
6,1943,3,2,5,0,0,2,515611,151650,15165030,0
6,1920,3,2,5,1,2,2,293886,71245,8905640,0
4,672,1,1,2,3,1,3,185576,134964,5623500,1
2,912,1,1,3,3,2,4,268993,89664,9962690,1
4,584,1,1,2,4,0,1,178841,51098,5109750,1
3,2222,4,2,6,4,0,4,561790,355800,18726320,1
1,1939,2,1,5,3,0,4,826735,317975,21198330,1
4,1420,2,2,4,4,2,1,213983,57062,7132750,0
1,1993,2,1,5,2,1,4,366527,257926,13575070,1
5,1818,2,1,5,2,1,5,331690,252085,13267610,1
4,1459,2,2,4,4,0,0,307376,134477,9605500,1
6,1889,3,2,5,3,1,0,277185,187770,8941450,1
2,1155,1,1,3,0,1,5,273966,166337,9784500,1
1,1707,1,1,4,1,0,3,652776,163194,20399250,1
0,896,1,1,3,3,1,0,217915,62261,6226140,0
6,1972,3,2,5,2,1,5,370175,92544,10282630,0
6,1506,2,1,4,2,1,3,303478,123032,8202120,1
2,868,1,1,3,0,1,4,224507,25905,8634900,1
1,1661,1,1,4,1,0,3,620145,263092,18792260,1
2,962,1,1,3,1,0,3,393237,208907,12288650,1
3,1609,2,1,4,4,2,5,509014,90491,11311420,1
2,1250,2,1,4,2,1,3,327563,133073,10236350,1
1,1796,1,1,4,0,2,3,524411,262205,13800280,1
4,909,1,1,3,2,2,3,245474,81825,5844625,0
6,1930,3,2,5,1,2,5,355606,248924,11853530,0
1,2000,2,1,5,0,0,3,597426,128020,21336660,0
0,949,1,1,3,2,2,0,258196,72825,6620420,1
1,1639,1,1,4,0,0,3,449414,143812,17976550,0
2,923,1,1,3,3,1,4,222768,122906,7681650,1
4,502,1,1,2,3,0,2,182189,112529,5358500,0
6,1511,2,1,4,3,1,4,373319,176289,10369970,1
0,873,1,1,3,0,0,4,453261,163678,12590580,1
3,2155,3,2,5,3,1,4,426264,157045,11217480,0
0,647,1,1,2,1,1,2,244951,28818,7204440,1
2,934,1,1,3,0,2,5,253458,28162,9387330,1
3,2251,4,2,6,1,1,5,571662,233862,12992320,1
4,670,1,1,2,1,1,1,176007,63182,4513000,1
4,1343,2,2,4,2,0,0,280645,182040,7585000,0
2,1021,1,1,3,3,0,4,327733,50420,12605100,1
4,882,1,1,2,4,0,1,272350,119834,5447000,0
6,1573,2,1,4,1,1,3,296910,152467,8024600,0
1,1979,2,1,5,3,0,3,727335,161630,20203750,0
5,1926,2,1,5,3,0,5,714235,147048,21006920,0
4,1347,2,2,4,4,1,4,299578,101984,6374000,0
5,1760,1,1,4,2,0,3,544051,233165,19430380,1
3,1776,2,1,4,1,0,3,545043,317942,15140080,1
2,1037,1,1,3,2,1,5,318918,159459,9966200,1
4,1365,2,2,4,2,2,1,332385,139138,7729875,1
4,1179,1,1,3,3,0,5,447722,91580,10175500,0
1,1514,1,1,4,4,2,3,467152,215609,11978250,1
2,1103,1,1,3,4,0,5,408662,40866,13622050,1
2,878,1,1,3,2,2,5,286735,71684,8960460,0
1,1571,1,1,4,3,0,4,508745,122801,17542930,0
6,1502,2,1,4,2,2,2,247144,82381,7489210,0
6,1737,2,1,4,3,2,0,307536,138391,7688390,0
4,1252,1,1,3,0,2,5,308481,248775,9951000,1
4,1584,2,2,4,1,1,0,327684,160356,6972000,1
1,1658,1,1,4,2,2,5,376415,125472,12547180,0
1,1833,2,1,5,2,0,5,745505,416606,21926630,1
2,1057,1,1,3,2,1,5,264861,152804,10186950,1
4,871,1,1,2,3,2,5,311586,90879,6491375,0
2,844,1,1,3,1,2,4,245655,76767,7676730,0
1,1741,1,1,4,1,0,5,760754,308414,20560910,0
3,2497,4,2,6,3,2,4,445401,301723,14367780,1
4,1265,1,1,3,0,1,4,242471,103916,6927750,0
1,1769,1,1,4,1,2,5,418558,294541,15502160,1
